response_variable,horizon,WTI CRUDE,NATURAL GAS,GOLD,CORN,WHEAT,SOYBEANS,COPPER,SILVER
WTI CRUDE,1,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTI CRUDE,2,0.999161109537908,0.000160363023044712,0.00010857481392750946,9.925438567216705e-08,5.341550641558812e-07,0.00023999049874156447,0.0002828636694131893,4.6465047515014936e-05
WTI CRUDE,3,0.9991540605144816,0.00016211085275405918,0.00010879625296404951,4.5081597942597973e-07,5.768982594870207e-07,0.00023999163000968784,0.0002868028819277299,4.721015362389639e-05
WTI CRUDE,4,0.9991540202396818,0.0001621186763748946,0.00010879711636514852,4.5081600497023206e-07,5.792432388620024e-07,0.00023999178433206422,0.00028682574110651165,4.7216382895690485e-05
WTI CRUDE,5,0.9991540200848853,0.0001621187015101321,0.0001087971166085387,4.5081600512315194e-07,5.792591187722573e-07,0.0002399917954840655,0.00028682580642378993,4.7216419964250004e-05
WTI CRUDE,6,0.9991540200844965,0.00016211870154720956,0.0001087971166088569,4.508160111449708e-07,5.792591743844085e-07,0.00023999179554669704,0.00028682580650718845,4.72164201079096e-05
WTI CRUDE,7,0.9991540200844957,0.00016211870154720918,0.0001087971166088962,4.5081601116326056e-07,5.792591744873198e-07,0.00023999179554699102,0.0002868258065071902,4.721642010822788e-05
WTI CRUDE,8,0.9991540200844957,0.00016211870154720986,0.00010879711660889657,4.508160111633669e-07,5.792591744873311e-07,0.00023999179554699173,0.0002868258065071923,4.7216420108228034e-05
WTI CRUDE,9,0.9991540200844957,0.00016211870154720986,0.00010879711660889657,4.5081601116336713e-07,5.79259174487332e-07,0.00023999179554699173,0.00028682580650719235,4.7216420108228034e-05
WTI CRUDE,10,0.9991540200844957,0.00016211870154720986,0.00010879711660889657,4.5081601116336713e-07,5.79259174487332e-07,0.00023999179554699173,0.00028682580650719235,4.7216420108228034e-05
WTI CRUDE,11,0.9991540200844957,0.00016211870154720986,0.00010879711660889657,4.5081601116336713e-07,5.79259174487332e-07,0.00023999179554699173,0.00028682580650719235,4.7216420108228034e-05
WTI CRUDE,12,0.9991540200844957,0.00016211870154720986,0.00010879711660889657,4.5081601116336713e-07,5.79259174487332e-07,0.00023999179554699173,0.00028682580650719235,4.7216420108228034e-05
NATURAL GAS,1,0.038521461144726564,0.9614785388552736,0.0,0.0,0.0,0.0,0.0,0.0
NATURAL GAS,2,0.040066937509293514,0.9584165054539864,8.38304718138258e-06,5.387608779781765e-05,0.0002712388358202027,0.0004761503061008324,0.0002017212888623593,0.0005051874709576576
NATURAL GAS,3,0.04008921037726788,0.9583792097564549,8.467201664335307e-06,5.424626840153666e-05,0.00027141670636250724,0.0004776422002499159,0.00020826196503093898,0.0005115455245682451
NATURAL GAS,4,0.0400894214658303,0.958378883450069,8.467214510898035e-06,5.424625521266721e-05,0.00027141687001770915,0.0004776496195680999,0.0002083419934131292,0.0005115731313782498
NATURAL GAS,5,0.04008942271706766,0.9583788814107035,8.467217961061853e-06,5.4246255124475835e-05,0.00027141689093996467,0.0004776496444260095,0.00020834268283872773,0.0005115731809386755
NATURAL GAS,6,0.04008942272150954,0.9583788814009199,8.467218019966183e-06,5.424625512573171e-05,0.0002714168911874491,0.00047764964447129905,0.00020834268783094138,0.0005115731809352389
NATURAL GAS,7,0.04008942272151622,0.9583788814008803,8.467218020351176e-06,5.424625512573628e-05,0.00027141689118985,0.0004776496444712796,0.00020834268786025395,0.0005115731809360842
NATURAL GAS,8,0.040089422721516214,0.9583788814008801,8.467218020352611e-06,5.4246255125736416e-05,0.00027141689118986585,0.00047764964447128083,0.00020834268786039175,0.0005115731809360992
NATURAL GAS,9,0.040089422721516214,0.9583788814008801,8.467218020352614e-06,5.4246255125736416e-05,0.0002714168911898659,0.00047764964447128083,0.00020834268786039224,0.0005115731809360993
NATURAL GAS,10,0.040089422721516214,0.9583788814008801,8.467218020352614e-06,5.4246255125736416e-05,0.0002714168911898659,0.00047764964447128083,0.00020834268786039224,0.0005115731809360993
NATURAL GAS,11,0.040089422721516214,0.9583788814008801,8.467218020352614e-06,5.4246255125736416e-05,0.0002714168911898659,0.00047764964447128083,0.00020834268786039224,0.0005115731809360993
NATURAL GAS,12,0.040089422721516214,0.9583788814008801,8.467218020352614e-06,5.4246255125736416e-05,0.0002714168911898659,0.00047764964447128083,0.00020834268786039224,0.0005115731809360993
GOLD,1,0.0345842211201334,0.0006267183221885477,0.9647890605576782,0.0,0.0,0.0,0.0,0.0
GOLD,2,0.034536297935865434,0.0007126987023983975,0.9634266417714252,0.00039313221477112024,0.00030717910305163264,5.4342881352257176e-05,0.0003597181507499354,0.00020998924038609528
GOLD,3,0.03453893829167359,0.0007127029952634557,0.9634220934004416,0.00039351891743487225,0.00030787858888886826,5.438644791599702e-05,0.0003603529915363417,0.0002101283668453188
GOLD,4,0.03453895239916734,0.0007127040482971401,0.9634220735657608,0.00039351929582522635,0.0003078790602157587,5.438652368269088e-05,0.0003603565511574612,0.00021012855589353484
GOLD,5,0.034538952413082996,0.0007127040638064068,0.9634220734997904,0.00039351929592784305,0.0003078790629586124,5.438652373176132e-05,0.0003603565773549781,0.00021012856334708281
GOLD,6,0.0345389524130861,0.0007127040638900523,0.9634220734994768,0.0003935192959278107,0.00030787906297291844,5.438652373558586e-05,0.00036035657749478256,0.00021012856341596524
GOLD,7,0.034538952413087104,0.0007127040638903208,0.9634220734994746,0.0003935192959278098,0.0003078790629730355,5.4386523735658646e-05,0.0003603565774951702,0.0002101285634163398
GOLD,8,0.03453895241308712,0.0007127040638903212,0.9634220734994746,0.0003935192959278098,0.0003078790629730358,5.438652373565926e-05,0.00036035657749517054,0.0002101285634163412
GOLD,9,0.03453895241308712,0.0007127040638903212,0.9634220734994746,0.0003935192959278098,0.0003078790629730358,5.438652373565926e-05,0.00036035657749517054,0.0002101285634163412
GOLD,10,0.03453895241308712,0.0007127040638903212,0.9634220734994746,0.0003935192959278098,0.0003078790629730358,5.438652373565926e-05,0.00036035657749517054,0.0002101285634163412
GOLD,11,0.03453895241308712,0.0007127040638903212,0.9634220734994746,0.0003935192959278098,0.0003078790629730358,5.438652373565926e-05,0.00036035657749517054,0.0002101285634163412
GOLD,12,0.03453895241308712,0.0007127040638903212,0.9634220734994746,0.0003935192959278098,0.0003078790629730358,5.438652373565926e-05,0.00036035657749517054,0.0002101285634163412
CORN,1,0.034965179522228766,0.002506663041167476,0.01119818336701863,0.9513299740695851,0.0,0.0,0.0,0.0
CORN,2,0.0351610790905762,0.0027885118586722865,0.011201239081703009,0.9499550965920118,0.0004087318176870603,3.298706933737973e-06,0.0004038247118013025,7.821814061449764e-05
CORN,3,0.03516093578196163,0.0027895310644445222,0.011201427877105527,0.9499509667281222,0.00041063505413224064,3.300438055884327e-06,0.0004041077336438879,7.909532253422745e-05
CORN,4,0.03516094353571429,0.002789535693914762,0.011201427674141255,0.9499509474422304,0.00041063708418431625,3.300558755823697e-06,0.00040411036853458426,7.909764252461036e-05
CORN,5,0.03516094361471905,0.002789535698683035,0.011201427672671984,0.9499509473177156,0.00041063709765701615,3.3005666589660726e-06,0.00040411038068730574,7.909765120719383e-05
CORN,6,0.03516094361519032,0.0027895356986818677,0.011201427672666102,0.949950947317062,0.0004106370976662024,3.3005666591108365e-06,0.00040411038086235506,7.909765121221195e-05
CORN,7,0.03516094361519148,0.0027895356986819162,0.011201427672666103,0.9499509473170591,0.0004106370976664495,3.3005666591938486e-06,0.0004041103808636012,7.909765121221368e-05
CORN,8,0.03516094361519148,0.0027895356986819175,0.011201427672666103,0.9499509473170591,0.0004106370976664497,3.300566659193948e-06,0.0004041103808636091,7.909765121221422e-05
CORN,9,0.03516094361519148,0.0027895356986819175,0.011201427672666103,0.9499509473170591,0.0004106370976664497,3.300566659193948e-06,0.0004041103808636091,7.909765121221422e-05
CORN,10,0.03516094361519148,0.0027895356986819175,0.011201427672666103,0.9499509473170591,0.0004106370976664497,3.300566659193948e-06,0.0004041103808636091,7.909765121221422e-05
CORN,11,0.03516094361519148,0.0027895356986819175,0.011201427672666103,0.9499509473170591,0.0004106370976664497,3.300566659193948e-06,0.0004041103808636091,7.909765121221422e-05
CORN,12,0.03516094361519148,0.0027895356986819175,0.011201427672666103,0.9499509473170591,0.0004106370976664497,3.300566659193948e-06,0.0004041103808636091,7.909765121221422e-05
WHEAT,1,0.025917214473608532,0.0014467009654000515,0.009865546703226287,0.304991381794631,0.6577791560631342,0.0,0.0,0.0
WHEAT,2,0.026362078093491954,0.0016657390070106443,0.009850783750489414,0.30452003453517457,0.6569863747465843,0.00014359187447191146,0.0001303291408223703,0.00034106885195495947
WHEAT,3,0.02636215077186711,0.0016670515121497754,0.009851004733764815,0.3045188697345145,0.656983969280333,0.00014423426803365338,0.00013053756768891529,0.0003421821316482429
WHEAT,4,0.026362164743602607,0.0016670547122917402,0.009851004465174715,0.3045188622566062,0.6569839531210357,0.00014423650714742272,0.00013053794368926086,0.00034218625045236644
WHEAT,5,0.026362164883828115,0.0016670547137716074,0.00985100446355871,0.3045188622066059,0.6569839530154374,0.00014423650719634813,0.00013053795342192403,0.0003421862561800585
WHEAT,6,0.02636216488436068,0.0016670547137745788,0.00985100446356099,0.3045188622063721,0.6569839530149478,0.00014423650723405294,0.00013053795356650016,0.00034218625618330837
WHEAT,7,0.02636216488436183,0.001667054713774757,0.009851004463560995,0.30451886220637125,0.6569839530149459,0.00014423650723405254,0.00013053795356779305,0.000342186256183346
WHEAT,8,0.02636216488436183,0.0016670547137747585,0.009851004463560995,0.30451886220637125,0.6569839530149459,0.00014423650723405254,0.00013053795356780042,0.0003421862561833469
WHEAT,9,0.02636216488436183,0.0016670547137747585,0.009851004463560995,0.30451886220637125,0.6569839530149459,0.00014423650723405254,0.00013053795356780045,0.0003421862561833469
WHEAT,10,0.02636216488436183,0.0016670547137747585,0.009851004463560995,0.30451886220637125,0.6569839530149459,0.00014423650723405254,0.00013053795356780045,0.0003421862561833469
WHEAT,11,0.02636216488436183,0.0016670547137747585,0.009851004463560995,0.30451886220637125,0.6569839530149459,0.00014423650723405254,0.00013053795356780045,0.0003421862561833469
WHEAT,12,0.02636216488436183,0.0016670547137747585,0.009851004463560995,0.30451886220637125,0.6569839530149459,0.00014423650723405254,0.00013053795356780045,0.0003421862561833469
SOYBEANS,1,0.040524933303188765,0.002410842799695575,0.011700704508524503,0.2615925200186396,0.005769229781675574,0.6780017695882761,0.0,0.0
SOYBEANS,2,0.040774621902528826,0.0027024317237212257,0.011803800895216555,0.2609016335710087,0.006246083949721069,0.676552307945386,0.0007503838067980157,0.0002687362056196591
SOYBEANS,3,0.04077423802609061,0.002704479417052945,0.011803700215050845,0.2608997012147642,0.006249357489872947,0.6765459406734952,0.0007519199333910208,0.00027066303028241355
SOYBEANS,4,0.04077425916797809,0.0027044833500603585,0.011803700482818183,0.2608996912874682,0.006249357887836133,0.6765459163504062,0.000751925251621398,0.0002706662218115518
SOYBEANS,5,0.04077425931867748,0.0027044833519455046,0.011803700481139223,0.2608996912262141,0.006249357901226797,0.6765459162023787,0.0007519252900673781,0.00027066622835096783
SOYBEANS,6,0.04077425931929309,0.0027044833519511142,0.011803700481129914,0.2608996912259474,0.006249357901220363,0.6765459162016811,0.0007519252904262464,0.00027066622835071776
SOYBEANS,7,0.04077425931929393,0.0027044833519513324,0.011803700481129943,0.26089969122594636,0.006249357901220669,0.6765459162016785,0.0007519252904286852,0.00027066622835080135
SOYBEANS,8,0.04077425931929393,0.002704483351951334,0.011803700481129943,0.26089969122594636,0.00624935790122067,0.6765459162016785,0.0007519252904286977,0.0002706662283508031
SOYBEANS,9,0.04077425931929393,0.002704483351951334,0.011803700481129943,0.26089969122594636,0.00624935790122067,0.6765459162016785,0.0007519252904286977,0.0002706662283508031
SOYBEANS,10,0.04077425931929393,0.002704483351951334,0.011803700481129943,0.26089969122594636,0.00624935790122067,0.6765459162016785,0.0007519252904286977,0.0002706662283508031
SOYBEANS,11,0.04077425931929393,0.002704483351951334,0.011803700481129943,0.26089969122594636,0.00624935790122067,0.6765459162016785,0.0007519252904286977,0.0002706662283508031
SOYBEANS,12,0.04077425931929393,0.002704483351951334,0.011803700481129943,0.26089969122594636,0.00624935790122067,0.6765459162016785,0.0007519252904286977,0.0002706662283508031
COPPER,1,0.09066009652514462,0.0004173978627352052,0.06769180635675774,0.012023894188148329,0.0018741289779808513,0.01509976684907012,0.8122329092401632,0.0
COPPER,2,0.09065197364356782,0.0004973231587052097,0.06739813932612589,0.01198717473177326,0.00276148846200975,0.01523721202109294,0.8114165413645419,5.014729218327297e-05
COPPER,3,0.09065079650647773,0.0004976162597181303,0.0673972401294811,0.011988198663091792,0.0027636494083238283,0.01523753267846286,0.8114148196659934,5.0146688451196995e-05
COPPER,4,0.09065079317725909,0.0004976163592464069,0.06739723775063794,0.01198819911136124,0.0027636572388305513,0.015237532833113155,0.8114148162408827,5.014728866894474e-05
COPPER,5,0.09065079316693773,0.0004976163592400846,0.06739723774269069,0.011988199112211039,0.002763657249989082,0.0152375328337846,0.8114148162397283,5.014729541841136e-05
COPPER,6,0.09065079316693744,0.0004976163592413944,0.06739723774265859,0.011988199112206914,0.002763657250051941,0.015237532833784822,0.811414816239666,5.014729545279261e-05
COPPER,7,0.0906507931669378,0.0004976163592413945,0.06739723774265845,0.011988199112206903,0.0027636572500520837,0.015237532833784869,0.8114148162396654,5.014729545293482e-05
COPPER,8,0.0906507931669378,0.0004976163592413945,0.06739723774265845,0.011988199112206903,0.0027636572500520846,0.015237532833784869,0.8114148162396654,5.01472954529352e-05
COPPER,9,0.0906507931669378,0.0004976163592413945,0.06739723774265845,0.011988199112206903,0.0027636572500520846,0.015237532833784869,0.8114148162396654,5.01472954529352e-05
COPPER,10,0.0906507931669378,0.0004976163592413945,0.06739723774265845,0.011988199112206903,0.0027636572500520846,0.015237532833784869,0.8114148162396654,5.01472954529352e-05
COPPER,11,0.0906507931669378,0.0004976163592413945,0.06739723774265845,0.011988199112206903,0.0027636572500520846,0.015237532833784869,0.8114148162396654,5.01472954529352e-05
COPPER,12,0.0906507931669378,0.0004976163592413945,0.06739723774265845,0.011988199112206903,0.0027636572500520846,0.015237532833784869,0.8114148162396654,5.01472954529352e-05
SILVER,1,0.05418695768122045,0.0006055924772546892,0.5555633101719073,0.0034064917662851805,0.00031751509019282823,0.0025964954946307924,0.01982818420043662,0.3634954531180722
SILVER,2,0.05481112705660884,0.0006352204826993872,0.5537922586037066,0.004052352871465156,0.0007200572443115253,0.0027265494803272697,0.019931966886133672,0.36333046737474745
SILVER,3,0.05482649540078331,0.0006357939258935176,0.5537815128210387,0.004053284780686498,0.0007209470048946433,0.0027265136665348983,0.019931646601996433,0.3633238057981719
SILVER,4,0.054826544962344716,0.0006358096974768347,0.5537814722973532,0.004053284571878804,0.0007209471165431143,0.0027265138261144298,0.019931647074161205,0.36332378045412766
SILVER,5,0.05482654496840657,0.0006358098169811858,0.553781472180155,0.004053284572051266,0.0007209471198207627,0.002726513825650462,0.019931647098990545,0.3633237804179441
SILVER,6,0.05482654496868859,0.0006358098174879324,0.5537814721793761,0.004053284572049032,0.0007209471198452287,0.002726513825675695,0.019931647099097005,0.36332378041778024
SILVER,7,0.05482654496869614,0.000635809817489213,0.5537814721793696,0.004053284572048984,0.0007209471198454203,0.0027265138256760343,0.01993164709909686,0.3633237804177776
SILVER,8,0.0548265449686962,0.0006358098174892142,0.5537814721793695,0.004053284572048984,0.0007209471198454205,0.0027265138256760365,0.01993164709909686,0.3633237804177776
SILVER,9,0.0548265449686962,0.0006358098174892142,0.5537814721793695,0.004053284572048984,0.0007209471198454205,0.0027265138256760365,0.01993164709909686,0.3633237804177776
SILVER,10,0.0548265449686962,0.0006358098174892142,0.5537814721793695,0.004053284572048984,0.0007209471198454205,0.0027265138256760365,0.01993164709909686,0.3633237804177776
SILVER,11,0.0548265449686962,0.0006358098174892142,0.5537814721793695,0.004053284572048984,0.0007209471198454205,0.0027265138256760365,0.01993164709909686,0.3633237804177776
SILVER,12,0.0548265449686962,0.0006358098174892142,0.5537814721793695,0.004053284572048984,0.0007209471198454205,0.0027265138256760365,0.01993164709909686,0.3633237804177776
